,sid,gcm,decadal_group,direction_class,speed_range,count,frequency
10,PAHO,CCSM4,1,2,18-22,153,0.06
11,PAHO,CCSM4,1,2,22+,17,0.01
12,PAHO,CCSM4,1,3,0-6,4388,1.67
13,PAHO,CCSM4,1,3,6-10,3407,1.3
14,PAHO,CCSM4,1,3,10-14,2405,0.92
15,PAHO,CCSM4,1,3,14-18,323,0.12
16,PAHO,CCSM4,1,3,18-22,20,0.01
17,PAHO,CCSM4,1,3,22+,3,0.0
18,PAHO,CCSM4,1,4,0-6,3520,1.34
19,PAHO,CCSM4,1,4,6-10,1364,0.52
20,PAHO,CCSM4,1,4,10-14,320,0.12
21,PAHO,CCSM4,1,4,14-18,18,0.01
22,PAHO,CCSM4,1,4,18-22,0,0.0
23,PAHO,CCSM4,1,4,22+,0,0.0
24,PAHO,CCSM4,1,5,0-6,2437,0.93
25,PAHO,CCSM4,1,5,6-10,461,0.18
26,PAHO,CCSM4,1,5,10-14,139,0.05
27,PAHO,CCSM4,1,5,14-18,12,0.0
28,PAHO,CCSM4,1,5,18-22,0,0.0
29,PAHO,CCSM4,1,5,22+,0,0.0
30,PAHO,CCSM4,1,6,0-6,1905,0.72
31,PAHO,CCSM4,1,6,6-10,335,0.13
32,PAHO,CCSM4,1,6,10-14,116,0.04
33,PAHO,CCSM4,1,6,14-18,21,0.01
34,PAHO,CCSM4,1,6,18-22,6,0.0
35,PAHO,CCSM4,1,6,22+,0,0.0
36,PAHO,CCSM4,1,7,0-6,1600,0.61
37,PAHO,CCSM4,1,7,6-10,389,0.15
38,PAHO,CCSM4,1,7,10-14,210,0.08
39,PAHO,CCSM4,1,7,14-18,39,0.01
40,PAHO,CCSM4,1,7,18-22,3,0.0
41,PAHO,CCSM4,1,7,22+,0,0.0
42,PAHO,CCSM4,1,8,0-6,1618,0.62
43,PAHO,CCSM4,1,8,6-10,585,0.22
44,PAHO,CCSM4,1,8,10-14,382,0.15
45,PAHO,CCSM4,1,8,14-18,79,0.03
46,PAHO,CCSM4,1,8,18-22,11,0.0
47,PAHO,CCSM4,1,8,22+,3,0.0
48,PAHO,CCSM4,1,9,0-6,1812,0.69
49,PAHO,CCSM4,1,9,6-10,923,0.35
50,PAHO,CCSM4,1,9,10-14,665,0.25
51,PAHO,CCSM4,1,9,14-18,281,0.11
52,PAHO,CCSM4,1,9,18-22,66,0.03
53,PAHO,CCSM4,1,9,22+,49,0.02
54,PAHO,CCSM4,1,10,0-6,2060,0.78
55,PAHO,CCSM4,1,10,6-10,1498,0.57
56,PAHO,CCSM4,1,10,10-14,1550,0.59
57,PAHO,CCSM4,1,10,14-18,1034,0.39
58,PAHO,CCSM4,1,10,18-22,639,0.24
59,PAHO,CCSM4,1,10,22+,463,0.18
60,PAHO,CCSM4,1,11,0-6,1999,0.76
61,PAHO,CCSM4,1,11,6-10,1793,0.68
62,PAHO,CCSM4,1,11,10-14,2762,1.05
63,PAHO,CCSM4,1,11,14-18,2365,0.9
64,PAHO,CCSM4,1,11,18-22,1374,0.52
65,PAHO,CCSM4,1,11,22+,1261,0.48
66,PAHO,CCSM4,1,12,0-6,2146,0.82
67,PAHO,CCSM4,1,12,6-10,2235,0.85
68,PAHO,CCSM4,1,12,10-14,3465,1.32
69,PAHO,CCSM4,1,12,14-18,2394,0.91
70,PAHO,CCSM4,1,12,18-22,1283,0.49
71,PAHO,CCSM4,1,12,22+,727,0.28
72,PAHO,CCSM4,1,13,0-6,2397,0.91
73,PAHO,CCSM4,1,13,6-10,2765,1.05
74,PAHO,CCSM4,1,13,10-14,3164,1.2
75,PAHO,CCSM4,1,13,14-18,1558,0.59
76,PAHO,CCSM4,1,13,18-22,665,0.25
77,PAHO,CCSM4,1,13,22+,335,0.13
78,PAHO,CCSM4,1,14,0-6,2954,1.12
79,PAHO,CCSM4,1,14,6-10,3259,1.24
80,PAHO,CCSM4,1,14,10-14,3066,1.17
81,PAHO,CCSM4,1,14,14-18,1136,0.43
82,PAHO,CCSM4,1,14,18-22,372,0.14
83,PAHO,CCSM4,1,14,22+,94,0.04
84,PAHO,CCSM4,1,15,0-6,3548,1.35
85,PAHO,CCSM4,1,15,6-10,3552,1.35
86,PAHO,CCSM4,1,15,10-14,2330,0.89
87,PAHO,CCSM4,1,15,14-18,679,0.26
88,PAHO,CCSM4,1,15,18-22,122,0.05
89,PAHO,CCSM4,1,15,22+,21,0.01
90,PAHO,CCSM4,1,16,0-6,3949,1.5
91,PAHO,CCSM4,1,16,6-10,2787,1.06
92,PAHO,CCSM4,1,16,10-14,1699,0.65
93,PAHO,CCSM4,1,16,14-18,334,0.13
94,PAHO,CCSM4,1,16,18-22,47,0.02
95,PAHO,CCSM4,1,16,22+,6,0.0
96,PAHO,CCSM4,1,17,0-6,3703,1.41
97,PAHO,CCSM4,1,17,6-10,2327,0.89
98,PAHO,CCSM4,1,17,10-14,1345,0.51
99,PAHO,CCSM4,1,17,14-18,287,0.11
100,PAHO,CCSM4,1,17,18-22,31,0.01
101,PAHO,CCSM4,1,17,22+,1,0.0
102,PAHO,CCSM4,1,18,0-6,3571,1.36
103,PAHO,CCSM4,1,18,6-10,1696,0.65
104,PAHO,CCSM4,1,18,10-14,982,0.37
105,PAHO,CCSM4,1,18,14-18,143,0.05
106,PAHO,CCSM4,1,18,18-22,9,0.0
107,PAHO,CCSM4,1,18,22+,0,0.0
108,PAHO,CCSM4,1,19,0-6,3376,1.28
109,PAHO,CCSM4,1,19,6-10,1430,0.54
110,PAHO,CCSM4,1,19,10-14,673,0.26
111,PAHO,CCSM4,1,19,14-18,77,0.03
112,PAHO,CCSM4,1,19,18-22,8,0.0
113,PAHO,CCSM4,1,19,22+,2,0.0
114,PAHO,CCSM4,1,20,0-6,3215,1.22
115,PAHO,CCSM4,1,20,6-10,1181,0.45
116,PAHO,CCSM4,1,20,10-14,659,0.25
117,PAHO,CCSM4,1,20,14-18,68,0.03
118,PAHO,CCSM4,1,20,18-22,18,0.01
119,PAHO,CCSM4,1,20,22+,2,0.0
120,PAHO,CCSM4,1,21,0-6,3436,1.31
121,PAHO,CCSM4,1,21,6-10,1327,0.5
122,PAHO,CCSM4,1,21,10-14,646,0.25
123,PAHO,CCSM4,1,21,14-18,102,0.04
124,PAHO,CCSM4,1,21,18-22,7,0.0
125,PAHO,CCSM4,1,21,22+,4,0.0
126,PAHO,CCSM4,1,22,0-6,3604,1.37
127,PAHO,CCSM4,1,22,6-10,1050,0.4
128,PAHO,CCSM4,1,22,10-14,383,0.15
129,PAHO,CCSM4,1,22,14-18,59,0.02
130,PAHO,CCSM4,1,22,18-22,5,0.0
131,PAHO,CCSM4,1,22,22+,3,0.0
132,PAHO,CCSM4,1,23,0-6,3704,1.41
133,PAHO,CCSM4,1,23,6-10,974,0.37
134,PAHO,CCSM4,1,23,10-14,308,0.12
135,PAHO,CCSM4,1,23,14-18,47,0.02
136,PAHO,CCSM4,1,23,18-22,5,0.0
137,PAHO,CCSM4,1,23,22+,4,0.0
138,PAHO,CCSM4,1,24,0-6,3753,1.43
139,PAHO,CCSM4,1,24,6-10,1432,0.54
140,PAHO,CCSM4,1,24,10-14,439,0.17
141,PAHO,CCSM4,1,24,14-18,56,0.02
142,PAHO,CCSM4,1,24,18-22,6,0.0
143,PAHO,CCSM4,1,24,22+,2,0.0
144,PAHO,CCSM4,1,25,0-6,3157,1.2
145,PAHO,CCSM4,1,25,6-10,1930,0.73
146,PAHO,CCSM4,1,25,10-14,655,0.25
147,PAHO,CCSM4,1,25,14-18,117,0.04
148,PAHO,CCSM4,1,25,18-22,6,0.0
149,PAHO,CCSM4,1,25,22+,1,0.0
150,PAHO,CCSM4,1,26,0-6,2446,0.93
151,PAHO,CCSM4,1,26,6-10,1750,0.67
152,PAHO,CCSM4,1,26,10-14,841,0.32
153,PAHO,CCSM4,1,26,14-18,129,0.05
154,PAHO,CCSM4,1,26,18-22,9,0.0
155,PAHO,CCSM4,1,26,22+,1,0.0
156,PAHO,CCSM4,1,27,0-6,1995,0.76
157,PAHO,CCSM4,1,27,6-10,1155,0.44
158,PAHO,CCSM4,1,27,10-14,737,0.28
159,PAHO,CCSM4,1,27,14-18,107,0.04
160,PAHO,CCSM4,1,27,18-22,7,0.0
161,PAHO,CCSM4,1,27,22+,0,0.0
162,PAHO,CCSM4,1,28,0-6,1639,0.62
163,PAHO,CCSM4,1,28,6-10,693,0.26
164,PAHO,CCSM4,1,28,10-14,455,0.17
165,PAHO,CCSM4,1,28,14-18,45,0.02
166,PAHO,CCSM4,1,28,18-22,6,0.0
167,PAHO,CCSM4,1,28,22+,0,0.0
168,PAHO,CCSM4,1,29,0-6,1383,0.53
169,PAHO,CCSM4,1,29,6-10,552,0.21
170,PAHO,CCSM4,1,29,10-14,319,0.12
171,PAHO,CCSM4,1,29,14-18,39,0.01
172,PAHO,CCSM4,1,29,18-22,2,0.0
173,PAHO,CCSM4,1,29,22+,0,0.0
174,PAHO,CCSM4,1,30,0-6,1212,0.46
175,PAHO,CCSM4,1,30,6-10,420,0.16
176,PAHO,CCSM4,1,30,10-14,209,0.08
177,PAHO,CCSM4,1,30,14-18,30,0.01
178,PAHO,CCSM4,1,30,18-22,6,0.0
179,PAHO,CCSM4,1,30,22+,0,0.0
180,PAHO,CCSM4,1,31,0-6,1199,0.46
181,PAHO,CCSM4,1,31,6-10,235,0.09
182,PAHO,CCSM4,1,31,10-14,142,0.05
183,PAHO,CCSM4,1,31,14-18,11,0.0
184,PAHO,CCSM4,1,31,18-22,0,0.0
185,PAHO,CCSM4,1,31,22+,0,0.0
186,PAHO,CCSM4,1,32,0-6,1238,0.47
187,PAHO,CCSM4,1,32,6-10,205,0.08
188,PAHO,CCSM4,1,32,10-14,90,0.03
189,PAHO,CCSM4,1,32,14-18,6,0.0
190,PAHO,CCSM4,1,32,18-22,2,0.0
191,PAHO,CCSM4,1,32,22+,0,0.0
192,PAHO,CCSM4,1,33,0-6,1325,0.5
193,PAHO,CCSM4,1,33,6-10,152,0.06
194,PAHO,CCSM4,1,33,10-14,77,0.03
195,PAHO,CCSM4,1,33,14-18,10,0.0
196,PAHO,CCSM4,1,33,18-22,3,0.0
197,PAHO,CCSM4,1,33,22+,0,0.0
198,PAHO,CCSM4,1,34,0-6,1620,0.62
199,PAHO,CCSM4,1,34,6-10,253,0.1
200,PAHO,CCSM4,1,34,10-14,73,0.03
201,PAHO,CCSM4,1,34,14-18,6,0.0
202,PAHO,CCSM4,1,34,18-22,0,0.0
203,PAHO,CCSM4,1,34,22+,0,0.0
204,PAHO,CCSM4,1,35,0-6,2077,0.79
205,PAHO,CCSM4,1,35,6-10,432,0.16
206,PAHO,CCSM4,1,35,10-14,120,0.05
207,PAHO,CCSM4,1,35,14-18,11,0.0
208,PAHO,CCSM4,1,35,18-22,1,0.0
209,PAHO,CCSM4,1,35,22+,0,0.0
210,PAHO,CCSM4,1,0,0-6,2920,1.11
211,PAHO,CCSM4,1,0,6-10,960,0.37
212,PAHO,CCSM4,1,0,10-14,353,0.13
213,PAHO,CCSM4,1,0,14-18,42,0.02
214,PAHO,CCSM4,1,0,18-22,17,0.01
215,PAHO,CCSM4,1,0,22+,0,0.0
0,PAHO,CCSM4,2,1,0-6,3677,1.4
1,PAHO,CCSM4,2,1,6-10,2190,0.83
2,PAHO,CCSM4,2,1,10-14,1085,0.41
3,PAHO,CCSM4,2,1,14-18,272,0.1
4,PAHO,CCSM4,2,1,18-22,129,0.05
5,PAHO,CCSM4,2,1,22+,16,0.01
6,PAHO,CCSM4,2,2,0-6,4325,1.65
7,PAHO,CCSM4,2,2,6-10,3652,1.39
8,PAHO,CCSM4,2,2,10-14,3200,1.22
9,PAHO,CCSM4,2,2,14-18,641,0.24
10,PAHO,CCSM4,2,2,18-22,63,0.02
11,PAHO,CCSM4,2,2,22+,17,0.01
12,PAHO,CCSM4,2,3,0-6,3708,1.41
13,PAHO,CCSM4,2,3,6-10,3031,1.15
14,PAHO,CCSM4,2,3,10-14,2217,0.84
15,PAHO,CCSM4,2,3,14-18,220,0.08
16,PAHO,CCSM4,2,3,18-22,9,0.0
17,PAHO,CCSM4,2,3,22+,0,0.0
18,PAHO,CCSM4,2,4,0-6,3208,1.22
19,PAHO,CCSM4,2,4,6-10,1233,0.47
20,PAHO,CCSM4,2,4,10-14,266,0.1
21,PAHO,CCSM4,2,4,14-18,8,0.0
22,PAHO,CCSM4,2,4,18-22,0,0.0
23,PAHO,CCSM4,2,4,22+,0,0.0
24,PAHO,CCSM4,2,5,0-6,2224,0.85
25,PAHO,CCSM4,2,5,6-10,398,0.15
26,PAHO,CCSM4,2,5,10-14,105,0.04
27,PAHO,CCSM4,2,5,14-18,10,0.0
28,PAHO,CCSM4,2,5,18-22,2,0.0
29,PAHO,CCSM4,2,5,22+,0,0.0
30,PAHO,CCSM4,2,6,0-6,1619,0.62
31,PAHO,CCSM4,2,6,6-10,340,0.13
32,PAHO,CCSM4,2,6,10-14,114,0.04
33,PAHO,CCSM4,2,6,14-18,22,0.01
34,PAHO,CCSM4,2,6,18-22,1,0.0
35,PAHO,CCSM4,2,6,22+,0,0.0
36,PAHO,CCSM4,2,7,0-6,1527,0.58
37,PAHO,CCSM4,2,7,6-10,433,0.16
38,PAHO,CCSM4,2,7,10-14,201,0.08
39,PAHO,CCSM4,2,7,14-18,22,0.01
40,PAHO,CCSM4,2,7,18-22,11,0.0
41,PAHO,CCSM4,2,7,22+,0,0.0
42,PAHO,CCSM4,2,8,0-6,1545,0.59
43,PAHO,CCSM4,2,8,6-10,680,0.26
44,PAHO,CCSM4,2,8,10-14,428,0.16
45,PAHO,CCSM4,2,8,14-18,85,0.03
46,PAHO,CCSM4,2,8,18-22,16,0.01
47,PAHO,CCSM4,2,8,22+,3,0.0
48,PAHO,CCSM4,2,9,0-6,1817,0.69
49,PAHO,CCSM4,2,9,6-10,882,0.34
50,PAHO,CCSM4,2,9,10-14,803,0.31
51,PAHO,CCSM4,2,9,14-18,342,0.13
52,PAHO,CCSM4,2,9,18-22,92,0.04
53,PAHO,CCSM4,2,9,22+,51,0.02
54,PAHO,CCSM4,2,10,0-6,2066,0.79
55,PAHO,CCSM4,2,10,6-10,1336,0.51
56,PAHO,CCSM4,2,10,10-14,1784,0.68
57,PAHO,CCSM4,2,10,14-18,1009,0.38
58,PAHO,CCSM4,2,10,18-22,658,0.25
59,PAHO,CCSM4,2,10,22+,483,0.18
60,PAHO,CCSM4,2,11,0-6,2164,0.82
61,PAHO,CCSM4,2,11,6-10,1984,0.75
62,PAHO,CCSM4,2,11,10-14,3081,1.17
63,PAHO,CCSM4,2,11,14-18,2324,0.88
64,PAHO,CCSM4,2,11,18-22,1531,0.58
65,PAHO,CCSM4,2,11,22+,1088,0.41
66,PAHO,CCSM4,2,12,0-6,2399,0.91
67,PAHO,CCSM4,2,12,6-10,2411,0.92
68,PAHO,CCSM4,2,12,10-14,3869,1.47
69,PAHO,CCSM4,2,12,14-18,2301,0.88
70,PAHO,CCSM4,2,12,18-22,1207,0.46
71,PAHO,CCSM4,2,12,22+,718,0.27
72,PAHO,CCSM4,2,13,0-6,2779,1.06
73,PAHO,CCSM4,2,13,6-10,2984,1.14
74,PAHO,CCSM4,2,13,10-14,3431,1.31
75,PAHO,CCSM4,2,13,14-18,1713,0.65
76,PAHO,CCSM4,2,13,18-22,605,0.23
77,PAHO,CCSM4,2,13,22+,203,0.08
78,PAHO,CCSM4,2,14,0-6,3313,1.26
79,PAHO,CCSM4,2,14,6-10,3343,1.27
80,PAHO,CCSM4,2,14,10-14,2982,1.13
81,PAHO,CCSM4,2,14,14-18,979,0.37
82,PAHO,CCSM4,2,14,18-22,272,0.1
83,PAHO,CCSM4,2,14,22+,88,0.03
84,PAHO,CCSM4,2,15,0-6,3662,1.39
85,PAHO,CCSM4,2,15,6-10,3240,1.23
86,PAHO,CCSM4,2,15,10-14,2422,0.92
87,PAHO,CCSM4,2,15,14-18,627,0.24
88,PAHO,CCSM4,2,15,18-22,142,0.05
89,PAHO,CCSM4,2,15,22+,23,0.01
90,PAHO,CCSM4,2,16,0-6,4300,1.64
91,PAHO,CCSM4,2,16,6-10,2771,1.05
92,PAHO,CCSM4,2,16,10-14,1700,0.65
93,PAHO,CCSM4,2,16,14-18,405,0.15
94,PAHO,CCSM4,2,16,18-22,58,0.02
95,PAHO,CCSM4,2,16,22+,12,0.0
96,PAHO,CCSM4,2,17,0-6,4018,1.53
97,PAHO,CCSM4,2,17,6-10,2119,0.81
98,PAHO,CCSM4,2,17,10-14,1285,0.49
99,PAHO,CCSM4,2,17,14-18,294,0.11
100,PAHO,CCSM4,2,17,18-22,29,0.01
101,PAHO,CCSM4,2,17,22+,15,0.01
102,PAHO,CCSM4,2,18,0-6,3672,1.4
103,PAHO,CCSM4,2,18,6-10,1681,0.64
104,PAHO,CCSM4,2,18,10-14,815,0.31
105,PAHO,CCSM4,2,18,14-18,208,0.08
106,PAHO,CCSM4,2,18,18-22,27,0.01
107,PAHO,CCSM4,2,18,22+,7,0.0
108,PAHO,CCSM4,2,19,0-6,3320,1.26
109,PAHO,CCSM4,2,19,6-10,1380,0.53
110,PAHO,CCSM4,2,19,10-14,618,0.24
111,PAHO,CCSM4,2,19,14-18,100,0.04
112,PAHO,CCSM4,2,19,18-22,14,0.01
113,PAHO,CCSM4,2,19,22+,3,0.0
114,PAHO,CCSM4,2,20,0-6,3197,1.22
115,PAHO,CCSM4,2,20,6-10,1337,0.51
116,PAHO,CCSM4,2,20,10-14,620,0.24
117,PAHO,CCSM4,2,20,14-18,129,0.05
118,PAHO,CCSM4,2,20,18-22,13,0.0
119,PAHO,CCSM4,2,20,22+,1,0.0
120,PAHO,CCSM4,2,21,0-6,3191,1.21
121,PAHO,CCSM4,2,21,6-10,1105,0.42
122,PAHO,CCSM4,2,21,10-14,702,0.27
123,PAHO,CCSM4,2,21,14-18,95,0.04
124,PAHO,CCSM4,2,21,18-22,21,0.01
125,PAHO,CCSM4,2,21,22+,2,0.0
126,PAHO,CCSM4,2,22,0-6,3584,1.36
127,PAHO,CCSM4,2,22,6-10,982,0.37
128,PAHO,CCSM4,2,22,10-14,440,0.17
129,PAHO,CCSM4,2,22,14-18,45,0.02
130,PAHO,CCSM4,2,22,18-22,9,0.0
131,PAHO,CCSM4,2,22,22+,2,0.0
132,PAHO,CCSM4,2,23,0-6,3696,1.41
133,PAHO,CCSM4,2,23,6-10,1041,0.4
134,PAHO,CCSM4,2,23,10-14,327,0.12
135,PAHO,CCSM4,2,23,14-18,58,0.02
136,PAHO,CCSM4,2,23,18-22,14,0.01
137,PAHO,CCSM4,2,23,22+,4,0.0
138,PAHO,CCSM4,2,24,0-6,3583,1.36
139,PAHO,CCSM4,2,24,6-10,1358,0.52
140,PAHO,CCSM4,2,24,10-14,436,0.17
141,PAHO,CCSM4,2,24,14-18,55,0.02
142,PAHO,CCSM4,2,24,18-22,12,0.0
143,PAHO,CCSM4,2,24,22+,2,0.0
144,PAHO,CCSM4,2,25,0-6,2914,1.11
145,PAHO,CCSM4,2,25,6-10,1569,0.6
146,PAHO,CCSM4,2,25,10-14,538,0.2
147,PAHO,CCSM4,2,25,14-18,93,0.04
148,PAHO,CCSM4,2,25,18-22,17,0.01
149,PAHO,CCSM4,2,25,22+,3,0.0
150,PAHO,CCSM4,2,26,0-6,2396,0.91
151,PAHO,CCSM4,2,26,6-10,1707,0.65
152,PAHO,CCSM4,2,26,10-14,788,0.3
153,PAHO,CCSM4,2,26,14-18,160,0.06
154,PAHO,CCSM4,2,26,18-22,18,0.01
155,PAHO,CCSM4,2,26,22+,2,0.0
156,PAHO,CCSM4,2,27,0-6,1961,0.75
157,PAHO,CCSM4,2,27,6-10,1175,0.45
158,PAHO,CCSM4,2,27,10-14,644,0.25
159,PAHO,CCSM4,2,27,14-18,102,0.04
160,PAHO,CCSM4,2,27,18-22,1,0.0
161,PAHO,CCSM4,2,27,22+,0,0.0
162,PAHO,CCSM4,2,28,0-6,1769,0.67
163,PAHO,CCSM4,2,28,6-10,778,0.3
164,PAHO,CCSM4,2,28,10-14,403,0.15
165,PAHO,CCSM4,2,28,14-18,53,0.02
166,PAHO,CCSM4,2,28,18-22,1,0.0
167,PAHO,CCSM4,2,28,22+,0,0.0
168,PAHO,CCSM4,2,29,0-6,1566,0.6
169,PAHO,CCSM4,2,29,6-10,542,0.21
170,PAHO,CCSM4,2,29,10-14,331,0.13
171,PAHO,CCSM4,2,29,14-18,29,0.01
172,PAHO,CCSM4,2,29,18-22,3,0.0
173,PAHO,CCSM4,2,29,22+,0,0.0
174,PAHO,CCSM4,2,30,0-6,1354,0.52
175,PAHO,CCSM4,2,30,6-10,409,0.16
176,PAHO,CCSM4,2,30,10-14,270,0.1
177,PAHO,CCSM4,2,30,14-18,20,0.01
178,PAHO,CCSM4,2,30,18-22,1,0.0
179,PAHO,CCSM4,2,30,22+,0,0.0
180,PAHO,CCSM4,2,31,0-6,1215,0.46
181,PAHO,CCSM4,2,31,6-10,265,0.1
182,PAHO,CCSM4,2,31,10-14,148,0.06
183,PAHO,CCSM4,2,31,14-18,13,0.0
184,PAHO,CCSM4,2,31,18-22,0,0.0
185,PAHO,CCSM4,2,31,22+,0,0.0
186,PAHO,CCSM4,2,32,0-6,1136,0.43
187,PAHO,CCSM4,2,32,6-10,198,0.08
188,PAHO,CCSM4,2,32,10-14,85,0.03
189,PAHO,CCSM4,2,32,14-18,16,0.01
190,PAHO,CCSM4,2,32,18-22,0,0.0
191,PAHO,CCSM4,2,32,22+,0,0.0
192,PAHO,CCSM4,2,33,0-6,1225,0.47
193,PAHO,CCSM4,2,33,6-10,179,0.07
194,PAHO,CCSM4,2,33,10-14,94,0.04
195,PAHO,CCSM4,2,33,14-18,0,0.0
196,PAHO,CCSM4,2,33,18-22,0,0.0
197,PAHO,CCSM4,2,33,22+,0,0.0
198,PAHO,CCSM4,2,34,0-6,1557,0.59
199,PAHO,CCSM4,2,34,6-10,266,0.1
200,PAHO,CCSM4,2,34,10-14,112,0.04
201,PAHO,CCSM4,2,34,14-18,7,0.0
202,PAHO,CCSM4,2,34,18-22,0,0.0
203,PAHO,CCSM4,2,34,22+,0,0.0
204,PAHO,CCSM4,2,35,0-6,1937,0.74
205,PAHO,CCSM4,2,35,6-10,431,0.16
206,PAHO,CCSM4,2,35,10-14,230,0.09
207,PAHO,CCSM4,2,35,14-18,30,0.01
208,PAHO,CCSM4,2,35,18-22,8,0.0
209,PAHO,CCSM4,2,35,22+,12,0.0
210,PAHO,CCSM4,2,0,0-6,2781,1.06
211,PAHO,CCSM4,2,0,6-10,971,0.37
212,PAHO,CCSM4,2,0,10-14,576,0.22
213,PAHO,CCSM4,2,0,14-18,127,0.05
214,PAHO,CCSM4,2,0,18-22,39,0.01
215,PAHO,CCSM4,2,0,22+,13,0.0
0,PAHO,CM3,1,1,0-6,3165,1.2
1,PAHO,CM3,1,1,6-10,2267,0.86
2,PAHO,CM3,1,1,10-14,1119,0.43
3,PAHO,CM3,1,1,14-18,468,0.18
4,PAHO,CM3,1,1,18-22,126,0.05
5,PAHO,CM3,1,1,22+,20,0.01
6,PAHO,CM3,1,2,0-6,4468,1.7
7,PAHO,CM3,1,2,6-10,4026,1.53
8,PAHO,CM3,1,2,10-14,3513,1.34
9,PAHO,CM3,1,2,14-18,1627,0.62
10,PAHO,CM3,1,2,18-22,370,0.14
11,PAHO,CM3,1,2,22+,18,0.01
12,PAHO,CM3,1,3,0-6,4531,1.72
13,PAHO,CM3,1,3,6-10,3967,1.51
14,PAHO,CM3,1,3,10-14,1973,0.75
15,PAHO,CM3,1,3,14-18,505,0.19
16,PAHO,CM3,1,3,18-22,79,0.03
17,PAHO,CM3,1,3,22+,12,0.0
18,PAHO,CM3,1,4,0-6,3567,1.36
19,PAHO,CM3,1,4,6-10,1118,0.43
20,PAHO,CM3,1,4,10-14,269,0.1
21,PAHO,CM3,1,4,14-18,40,0.02
22,PAHO,CM3,1,4,18-22,13,0.0
23,PAHO,CM3,1,4,22+,1,0.0
24,PAHO,CM3,1,5,0-6,2121,0.81
25,PAHO,CM3,1,5,6-10,592,0.23
26,PAHO,CM3,1,5,10-14,195,0.07
27,PAHO,CM3,1,5,14-18,34,0.01
28,PAHO,CM3,1,5,18-22,4,0.0
29,PAHO,CM3,1,5,22+,0,0.0
30,PAHO,CM3,1,6,0-6,1571,0.6
31,PAHO,CM3,1,6,6-10,482,0.18
32,PAHO,CM3,1,6,10-14,211,0.08
33,PAHO,CM3,1,6,14-18,42,0.02
34,PAHO,CM3,1,6,18-22,6,0.0
35,PAHO,CM3,1,6,22+,1,0.0
36,PAHO,CM3,1,7,0-6,1606,0.61
37,PAHO,CM3,1,7,6-10,524,0.2
38,PAHO,CM3,1,7,10-14,266,0.1
39,PAHO,CM3,1,7,14-18,73,0.03
40,PAHO,CM3,1,7,18-22,9,0.0
41,PAHO,CM3,1,7,22+,1,0.0
42,PAHO,CM3,1,8,0-6,1633,0.62
43,PAHO,CM3,1,8,6-10,700,0.27
44,PAHO,CM3,1,8,10-14,452,0.17
45,PAHO,CM3,1,8,14-18,203,0.08
46,PAHO,CM3,1,8,18-22,33,0.01
47,PAHO,CM3,1,8,22+,8,0.0
48,PAHO,CM3,1,9,0-6,1937,0.74
49,PAHO,CM3,1,9,6-10,1123,0.43
50,PAHO,CM3,1,9,10-14,837,0.32
51,PAHO,CM3,1,9,14-18,569,0.22
52,PAHO,CM3,1,9,18-22,202,0.08
53,PAHO,CM3,1,9,22+,63,0.02
54,PAHO,CM3,1,10,0-6,2041,0.78
55,PAHO,CM3,1,10,6-10,1594,0.61
56,PAHO,CM3,1,10,10-14,1549,0.59
57,PAHO,CM3,1,10,14-18,1495,0.57
58,PAHO,CM3,1,10,18-22,1030,0.39
59,PAHO,CM3,1,10,22+,778,0.3
60,PAHO,CM3,1,11,0-6,2518,0.96
61,PAHO,CM3,1,11,6-10,2493,0.95
62,PAHO,CM3,1,11,10-14,2855,1.09
63,PAHO,CM3,1,11,14-18,2849,1.08
64,PAHO,CM3,1,11,18-22,1913,0.73
65,PAHO,CM3,1,11,22+,1454,0.55
66,PAHO,CM3,1,12,0-6,3103,1.18
67,PAHO,CM3,1,12,6-10,3557,1.35
68,PAHO,CM3,1,12,10-14,3031,1.15
69,PAHO,CM3,1,12,14-18,2430,0.92
70,PAHO,CM3,1,12,18-22,1451,0.55
71,PAHO,CM3,1,12,22+,891,0.34
72,PAHO,CM3,1,13,0-6,3986,1.52
73,PAHO,CM3,1,13,6-10,4296,1.63
74,PAHO,CM3,1,13,10-14,2592,0.99
75,PAHO,CM3,1,13,14-18,1741,0.66
76,PAHO,CM3,1,13,18-22,894,0.34
77,PAHO,CM3,1,13,22+,308,0.12
78,PAHO,CM3,1,14,0-6,4674,1.78
79,PAHO,CM3,1,14,6-10,4168,1.59
80,PAHO,CM3,1,14,10-14,2071,0.79
81,PAHO,CM3,1,14,14-18,1110,0.42
82,PAHO,CM3,1,14,18-22,402,0.15
83,PAHO,CM3,1,14,22+,82,0.03
84,PAHO,CM3,1,15,0-6,4978,1.89
85,PAHO,CM3,1,15,6-10,3310,1.26
86,PAHO,CM3,1,15,10-14,1589,0.6
87,PAHO,CM3,1,15,14-18,658,0.25
88,PAHO,CM3,1,15,18-22,139,0.05
89,PAHO,CM3,1,15,22+,16,0.01
90,PAHO,CM3,1,16,0-6,4531,1.72
91,PAHO,CM3,1,16,6-10,2453,0.93
92,PAHO,CM3,1,16,10-14,1050,0.4
93,PAHO,CM3,1,16,14-18,483,0.18
94,PAHO,CM3,1,16,18-22,90,0.03
95,PAHO,CM3,1,16,22+,9,0.0
96,PAHO,CM3,1,17,0-6,3747,1.43
97,PAHO,CM3,1,17,6-10,1892,0.72
