,sid,year,month,speed
13115,PACD,2014,6,13.0
13116,PACD,2014,7,12.3
13117,PACD,2014,8,11.3
13118,PACD,2014,9,15.3
13119,PACD,2014,10,16.4
13120,PACD,2014,11,16.3
13121,PACD,2014,12,12.0
13122,PACD,2015,1,5.7
13123,PAMC,1980,1,2.6
13124,PAMC,1980,2,5.3
13125,PAMC,1980,3,3.5
13126,PAMC,1980,4,4.6
13127,PAMC,1980,5,5.0
13128,PAMC,1980,6,4.0
13129,PAMC,1980,7,3.8
13130,PAMC,1980,8,3.5
13131,PAMC,1980,9,4.4
13132,PAMC,1980,10,3.9
13133,PAMC,1980,11,1.4
13134,PAMC,1980,12,1.3
13135,PAMC,1981,1,2.6
13136,PAMC,1981,2,2.9
13137,PAMC,1981,3,4.3
13138,PAMC,1981,4,5.1
13139,PAMC,1981,5,4.6
13140,PAMC,1981,6,4.1
13141,PAMC,1981,7,5.4
13142,PAMC,1981,8,4.6
13143,PAMC,1981,9,4.6
13144,PAMC,1981,10,4.6
13145,PAMC,1981,11,3.2
13146,PAMC,1981,12,1.7
13147,PAMC,1982,1,1.5
13148,PAMC,1982,2,3.0
13149,PAMC,1982,3,4.8
13150,PAMC,1982,4,6.8
13151,PAMC,1982,5,4.6
13152,PAMC,1982,6,5.0
13153,PAMC,1982,7,5.3
13154,PAMC,1982,8,3.7
13155,PAMC,1982,9,4.5
13156,PAMC,1982,10,4.6
13157,PAMC,1982,11,2.4
13158,PAMC,1982,12,1.8
13159,PAMC,1983,1,2.9
13160,PAMC,1983,2,2.4
13161,PAMC,1983,3,2.4
13162,PAMC,1983,4,3.8
13163,PAMC,1983,5,4.9
13164,PAMC,1983,6,4.8
13165,PAMC,1983,7,3.9
13166,PAMC,1983,8,4.5
13167,PAMC,1983,9,4.8
13168,PAMC,1983,10,4.8
13169,PAMC,1983,11,3.4
13170,PAMC,1983,12,1.0
13171,PAMC,1984,1,1.4
13172,PAMC,1984,2,4.9
13173,PAMC,1984,3,3.0
13174,PAMC,1984,4,5.1
13175,PAMC,1984,5,5.2
13176,PAMC,1984,6,4.0
13177,PAMC,1984,7,5.3
13178,PAMC,1984,8,5.5
13179,PAMC,1984,9,3.3
13180,PAMC,1984,10,3.0
13181,PAMC,1984,11,1.2
13182,PAMC,1984,12,2.6
13183,PAMC,1985,1,1.7
13184,PAMC,1985,2,4.4
13185,PAMC,1985,3,5.0
13186,PAMC,1985,4,4.7
13187,PAMC,1985,5,6.0
13188,PAMC,1985,6,4.9
13189,PAMC,1985,7,3.7
13190,PAMC,1985,8,4.1
13191,PAMC,1985,9,5.2
13192,PAMC,1985,10,5.2
13193,PAMC,1985,11,2.3
13194,PAMC,1985,12,1.8
13195,PAMC,1986,1,2.0
13196,PAMC,1986,2,3.1
13197,PAMC,1986,3,3.8
13198,PAMC,1986,4,5.0
13199,PAMC,1986,5,6.2
13200,PAMC,1986,6,4.3
13201,PAMC,1986,7,4.4
13202,PAMC,1986,8,4.1
13203,PAMC,1986,9,4.7
13204,PAMC,1986,10,3.3
13205,PAMC,1986,11,3.2
13206,PAMC,1986,12,1.6
13207,PAMC,1987,1,2.6
13208,PAMC,1987,2,2.2
13209,PAMC,1987,3,3.1
13210,PAMC,1987,4,4.8
13211,PAMC,1987,5,5.0
13212,PAMC,1987,6,5.4
13213,PAMC,1987,7,4.5
13214,PAMC,1987,8,4.2
13215,PAMC,1987,9,5.4
13216,PAMC,1987,10,3.9
13217,PAMC,1987,11,2.4
13218,PAMC,1987,12,1.6
13219,PAMC,1988,1,1.6
13220,PAMC,1988,2,3.8
13221,PAMC,1988,3,5.8
13222,PAMC,1988,4,5.6
13223,PAMC,1988,5,4.0
13224,PAMC,1988,6,3.8
13225,PAMC,1988,7,3.9
13226,PAMC,1988,8,3.6
13227,PAMC,1988,9,3.5
13228,PAMC,1988,10,3.6
13229,PAMC,1988,11,2.1
13230,PAMC,1988,12,3.2
13231,PAMC,1989,1,3.1
13232,PAMC,1989,2,3.3
13233,PAMC,1989,3,3.5
13234,PAMC,1989,4,4.5
13235,PAMC,1989,5,6.0
13236,PAMC,1989,6,5.3
13237,PAMC,1989,7,4.7
13238,PAMC,1989,8,4.6
13239,PAMC,1989,9,4.3
13240,PAMC,1989,10,4.5
13241,PAMC,1989,11,2.4
13242,PAMC,1989,12,2.8
13243,PAMC,1990,1,1.4
13244,PAMC,1990,2,1.9
13245,PAMC,1990,3,3.4
13246,PAMC,1990,4,4.7
13247,PAMC,1990,5,4.6
13248,PAMC,1990,6,5.3
13249,PAMC,1990,7,4.0
13250,PAMC,1990,8,4.6
13251,PAMC,1990,9,5.2
13252,PAMC,1990,10,4.5
13253,PAMC,1990,11,4.3
13254,PAMC,1990,12,2.9
13255,PAMC,1991,1,5.1
13256,PAMC,1991,2,4.2
13257,PAMC,1991,3,5.5
13258,PAMC,1991,4,4.6
13259,PAMC,1991,5,5.5
13260,PAMC,1991,6,5.3
13261,PAMC,1991,7,5.0
13262,PAMC,1991,8,4.6
13263,PAMC,1991,9,4.5
13264,PAMC,1991,10,4.1
13265,PAMC,1991,11,4.1
13266,PAMC,1991,12,1.8
13267,PAMC,1992,1,2.6
13268,PAMC,1992,2,3.5
13269,PAMC,1992,3,4.0
13270,PAMC,1992,4,5.3
13271,PAMC,1992,5,6.8
13272,PAMC,1992,6,5.0
13273,PAMC,1992,7,3.9
13274,PAMC,1992,8,4.1
13275,PAMC,1992,9,5.0
13276,PAMC,1992,10,3.7
13277,PAMC,1992,11,2.8
13278,PAMC,1992,12,1.7
13279,PAMC,1993,1,5.6
13280,PAMC,1993,2,2.1
13281,PAMC,1993,3,3.8
13282,PAMC,1993,4,3.9
13283,PAMC,1993,5,5.0
13284,PAMC,1993,6,4.5
13285,PAMC,1993,7,4.1
13286,PAMC,1993,8,5.1
13287,PAMC,1993,9,6.2
13288,PAMC,1993,10,4.5
13289,PAMC,1993,11,3.9
13290,PAMC,1993,12,2.0
13291,PAMC,1994,1,2.6
13292,PAMC,1994,2,5.5
13293,PAMC,1994,3,4.3
13294,PAMC,1994,4,5.2
13295,PAMC,1994,5,6.1
13296,PAMC,1994,6,5.4
13297,PAMC,1994,7,4.7
13298,PAMC,1994,8,5.6
13299,PAMC,1994,9,4.3
13300,PAMC,1994,10,4.2
13301,PAMC,1994,11,4.6
13302,PAMC,1994,12,2.8
13303,PAMC,1995,1,1.4
13304,PAMC,1995,2,3.7
13305,PAMC,1995,3,4.7
13306,PAMC,1995,4,4.8
13307,PAMC,1995,5,5.0
13308,PAMC,1995,6,4.7
13309,PAMC,1995,7,3.6
13310,PAMC,1995,8,2.6
13311,PAMC,1995,9,2.5
13312,PAMC,1995,10,1.7
13313,PAMC,1995,11,1.5
13314,PAMC,1995,12,1.3
13315,PAMC,1996,1,2.7
13316,PAMC,1996,2,2.9
13317,PAMC,1996,3,4.0
13318,PAMC,1996,4,4.2
13319,PAMC,1996,5,4.0
13320,PAMC,1996,6,5.0
13321,PAMC,1996,7,4.3
13322,PAMC,1996,8,4.6
13323,PAMC,1996,9,4.2
13324,PAMC,1996,10,5.9
13325,PAMC,1996,11,2.8
13326,PAMC,1996,12,1.7
13327,PAMC,1997,1,2.7
13328,PAMC,1997,2,3.4
13329,PAMC,1997,3,5.6
13330,PAMC,1997,4,5.2
13331,PAMC,1997,5,5.9
13332,PAMC,1997,6,5.0
13333,PAMC,1997,7,3.3
13334,PAMC,1997,8,5.7
13335,PAMC,1997,9,5.3
13336,PAMC,1997,10,6.0
13337,PAMC,1997,11,4.0
13338,PAMC,1997,12,2.9
13339,PAMC,1998,1,3.0
13340,PAMC,1998,2,2.8
13341,PAMC,1998,3,4.3
13342,PAMC,1998,4,6.8
13343,PAMC,1998,5,7.6
13344,PAMC,1998,6,5.5
13345,PAMC,1998,7,4.2
13346,PAMC,1998,8,5.5
13347,PAMC,1998,9,4.8
13348,PAMC,1998,10,3.9
13349,PAMC,1998,11,0.3
13350,PAMC,1998,12,1.6
13351,PAMC,1999,1,2.3
13352,PAMC,1999,2,1.6
13353,PAMC,1999,3,3.8
13354,PAMC,1999,4,5.1
13355,PAMC,1999,5,5.6
13356,PAMC,1999,6,4.0
13357,PAMC,1999,7,4.3
13358,PAMC,1999,8,3.8
13359,PAMC,1999,9,4.3
13360,PAMC,1999,10,3.1
13361,PAMC,1999,11,1.8
13362,PAMC,1999,12,2.4
13363,PAMC,2000,1,3.9
13364,PAMC,2000,2,1.3
13365,PAMC,2000,3,3.0
13366,PAMC,2000,4,5.6
13367,PAMC,2000,5,5.5
13368,PAMC,2000,6,4.2
13369,PAMC,2000,7,3.4
13370,PAMC,2000,8,4.6
13371,PAMC,2000,9,4.5
13372,PAMC,2000,10,3.3
13373,PAMC,2000,11,2.2
13374,PAMC,2000,12,1.2
13375,PAMC,2001,1,2.0
13376,PAMC,2001,2,2.1
13377,PAMC,2001,3,4.3
13378,PAMC,2001,4,5.0
13379,PAMC,2001,5,6.2
13380,PAMC,2001,6,5.6
13381,PAMC,2001,7,3.9
13382,PAMC,2001,8,4.9
13383,PAMC,2001,9,3.5
13384,PAMC,2001,10,4.5
13385,PAMC,2001,11,1.6
13386,PAMC,2001,12,1.3
13387,PAMC,2002,1,2.9
13388,PAMC,2002,2,2.3
13389,PAMC,2002,3,3.6
13390,PAMC,2002,4,6.3
13391,PAMC,2002,5,5.2
13392,PAMC,2002,6,4.9
13393,PAMC,2002,7,4.8
13394,PAMC,2002,8,3.6
13395,PAMC,2002,9,4.9
13396,PAMC,2002,10,3.6
13397,PAMC,2002,11,2.9
13398,PAMC,2002,12,0.8
13399,PAMC,2003,1,0.4
13400,PAMC,2003,2,2.8
13401,PAMC,2003,3,7.1
13402,PAMC,2003,4,5.4
13403,PAMC,2003,5,6.0
13404,PAMC,2003,6,4.6
13405,PAMC,2003,7,6.3
13406,PAMC,2003,8,4.2
13407,PAMC,2003,9,5.2
13408,PAMC,2003,10,3.7
13409,PAMC,2003,11,3.7
13410,PAMC,2003,12,1.4
13411,PAMC,2004,1,1.7
13412,PAMC,2004,2,2.1
13413,PAMC,2004,3,4.7
13414,PAMC,2004,4,4.9
13415,PAMC,2004,5,5.2
13416,PAMC,2004,6,4.3
13417,PAMC,2004,7,4.0
13418,PAMC,2004,8,3.4
13419,PAMC,2004,9,4.1
13420,PAMC,2004,10,4.3
13421,PAMC,2004,11,3.0
13422,PAMC,2004,12,1.7
13423,PAMC,2005,1,1.4
13424,PAMC,2005,2,2.0
13425,PAMC,2005,3,4.3
13426,PAMC,2005,4,4.8
13427,PAMC,2005,5,4.9
13428,PAMC,2005,6,4.4
13429,PAMC,2005,7,4.9
13430,PAMC,2005,8,3.9
13431,PAMC,2005,9,5.3
13432,PAMC,2005,10,4.0
13433,PAMC,2005,11,3.5
13434,PAMC,2005,12,0.9
13435,PAMC,2006,1,0.2
13436,PAMC,2006,2,4.7
13437,PAMC,2006,3,3.9
13438,PAMC,2006,4,5.8
13439,PAMC,2006,5,5.7
13440,PAMC,2006,6,5.0
13441,PAMC,2006,7,4.3
13442,PAMC,2006,8,2.8
13443,PAMC,2006,9,2.6
13444,PAMC,2006,10,4.5
13445,PAMC,2006,11,3.3
13446,PAMC,2006,12,0.7
13447,PAMC,2007,1,1.1
13448,PAMC,2007,2,1.3
13449,PAMC,2007,3,5.5
13450,PAMC,2007,4,3.9
13451,PAMC,2007,5,4.4
13452,PAMC,2007,6,4.2
13453,PAMC,2007,7,2.9
13454,PAMC,2007,8,2.9
13455,PAMC,2007,9,3.2
13456,PAMC,2007,10,2.8
13457,PAMC,2007,11,1.6
13458,PAMC,2007,12,1.8
13459,PAMC,2008,1,2.6
13460,PAMC,2008,2,3.6
13461,PAMC,2008,3,3.2
13462,PAMC,2008,4,4.7
13463,PAMC,2008,5,5.3
13464,PAMC,2008,6,4.0
13465,PAMC,2008,7,5.0
13466,PAMC,2008,8,2.9
13467,PAMC,2008,9,2.6
13468,PAMC,2008,10,2.3
13469,PAMC,2008,11,1.9
13470,PAMC,2008,12,2.0
13471,PAMC,2009,1,2.4
13472,PAMC,2009,2,3.2
13473,PAMC,2009,3,5.1
13474,PAMC,2009,4,5.0
13475,PAMC,2009,5,5.5
13476,PAMC,2009,6,4.9
13477,PAMC,2009,7,3.7
13478,PAMC,2009,8,3.6
13479,PAMC,2009,9,3.5
13480,PAMC,2009,10,3.7
13481,PAMC,2009,11,2.7
13482,PAMC,2009,12,1.4
13483,PAMC,2010,1,2.9
13484,PAMC,2010,2,2.2
13485,PAMC,2010,3,3.7
13486,PAMC,2010,4,5.0
13487,PAMC,2010,5,4.8
13488,PAMC,2010,6,4.0
13489,PAMC,2010,7,4.1
13490,PAMC,2010,8,3.3
13491,PAMC,2010,9,4.0
13492,PAMC,2010,10,2.7
13493,PAMC,2010,11,5.1
13494,PAMC,2010,12,5.5
13495,PAMC,2011,1,5.0
13496,PAMC,2011,2,7.9
13497,PAMC,2011,3,7.4
13498,PAMC,2011,4,6.6
13499,PAMC,2011,5,6.9
13500,PAMC,2011,6,5.7
13501,PAMC,2011,7,3.7
13502,PAMC,2011,8,3.1
13503,PAMC,2011,9,3.0
13504,PAMC,2011,10,2.3
13505,PAMC,2011,11,2.3
13506,PAMC,2011,12,2.9
13507,PAMC,2012,1,2.7
13508,PAMC,2012,2,2.1
13509,PAMC,2012,3,3.2
13510,PAMC,2012,4,3.2
13511,PAMC,2012,5,3.6
13512,PAMC,2012,6,3.7
13513,PAMC,2012,7,3.7
13514,PAMC,2012,8,3.7
13515,PAMC,2012,9,3.8
13516,PAMC,2012,10,5.0
13517,PAMC,2012,11,4.7
13518,PAMC,2012,12,1.7
13519,PAMC,2013,1,2.1
13520,PAMC,2013,2,1.6
13521,PAMC,2013,3,3.3
13522,PAMC,2013,4,5.4
13523,PAMC,2013,5,4.3
13524,PAMC,2013,6,4.0
13525,PAMC,2013,7,3.1
13526,PAMC,2013,8,3.1
13527,PAMC,2013,9,4.3
13528,PAMC,2013,10,5.9
13529,PAMC,2013,11,4.0
13530,PAMC,2013,12,3.2
13531,PAMC,2014,1,2.5
13532,PAMC,2014,2,3.3
13533,PAMC,2014,3,3.8
13534,PAMC,2014,4,4.0
13535,PAMC,2014,5,5.8
13536,PAMC,2014,6,4.5
13537,PAMC,2014,7,5.0
13538,PAMC,2014,8,4.0
13539,PAMC,2014,9,4.1
13540,PAMC,2014,10,4.5
13541,PAMC,2014,11,2.5
13542,PAMC,2014,12,2.2
13543,PAMC,2015,1,5.1
13544,PANN,1980,1,4.0
13545,PANN,1980,2,5.2
13546,PANN,1980,3,5.0
13547,PANN,1980,4,5.4
13548,PANN,1980,5,6.3
13549,PANN,1980,6,5.2
13550,PANN,1980,7,4.5
13551,PANN,1980,8,4.5
13552,PANN,1980,9,4.7
13553,PANN,1980,10,5.2
13554,PANN,1980,11,3.4
13555,PANN,1980,12,4.0
13556,PANN,1981,1,5.6
13557,PANN,1981,2,3.9
13558,PANN,1981,3,5.6
13559,PANN,1981,4,5.8
13560,PANN,1981,5,5.3
13561,PANN,1981,6,5.3
13562,PANN,1981,7,4.8
13563,PANN,1981,8,4.5
13564,PANN,1981,9,4.1
13565,PANN,1981,10,4.2
13566,PANN,1981,11,4.1
13567,PANN,1981,12,3.8
13568,PANN,1982,1,6.6
13569,PANN,1982,2,4.1
13570,PANN,1982,3,5.3
13571,PANN,1982,4,4.8
13572,PANN,1982,5,5.2
13573,PANN,1982,6,4.6
13574,PANN,1982,7,4.6
13575,PANN,1982,8,3.5
13576,PANN,1982,9,4.8
13577,PANN,1982,10,4.0
13578,PANN,1982,11,4.1
13579,PANN,1982,12,2.6
13580,PANN,1983,1,4.2
13581,PANN,1983,2,3.6
13582,PANN,1983,3,3.8
13583,PANN,1983,4,4.4
13584,PANN,1983,5,5.7
13585,PANN,1983,6,4.3
13586,PANN,1983,7,3.7
13587,PANN,1983,8,3.9
13588,PANN,1983,9,4.5
13589,PANN,1983,10,4.6
13590,PANN,1983,11,5.1
13591,PANN,1983,12,4.9
13592,PANN,1984,1,3.4
13593,PANN,1984,2,2.7
13594,PANN,1984,3,3.6
13595,PANN,1984,4,4.2
13596,PANN,1984,5,4.7
13597,PANN,1984,6,3.9
13598,PANN,1984,7,4.5
13599,PANN,1984,8,4.1
13600,PANN,1984,9,3.9
13601,PANN,1984,10,4.7
13602,PANN,1984,11,3.3
13603,PANN,1984,12,4.0
13604,PANN,1985,1,5.1
13605,PANN,1985,2,3.9
13606,PANN,1985,3,5.1
13607,PANN,1985,4,4.9
13608,PANN,1985,5,5.1
13609,PANN,1985,6,4.7
13610,PANN,1985,7,4.1
13611,PANN,1985,8,4.5
13612,PANN,1985,9,4.9
13613,PANN,1985,10,3.8
13614,PANN,1985,11,5.5
13615,PANN,1985,12,4.1
13616,PANN,1986,1,3.4
13617,PANN,1986,2,4.9
13618,PANN,1986,3,5.0
13619,PANN,1986,4,5.9
13620,PANN,1986,5,5.7
13621,PANN,1986,6,5.0
13622,PANN,1986,7,5.0
13623,PANN,1986,8,4.9
13624,PANN,1986,9,4.6
13625,PANN,1986,10,4.9
13626,PANN,1986,11,4.9
13627,PANN,1986,12,4.7
13628,PANN,1987,1,5.7
13629,PANN,1987,2,3.9
13630,PANN,1987,3,5.3
13631,PANN,1987,4,5.4
13632,PANN,1987,5,6.0
13633,PANN,1987,6,5.9
13634,PANN,1987,7,4.7
13635,PANN,1987,8,4.1
13636,PANN,1987,9,4.7
13637,PANN,1987,10,4.8
13638,PANN,1987,11,3.4
13639,PANN,1987,12,3.8
13640,PANN,1988,1,5.0
13641,PANN,1988,2,8.0
13642,PANN,1988,3,6.7
13643,PANN,1988,4,7.0
13644,PANN,1988,5,4.8
13645,PANN,1988,6,4.3
13646,PANN,1988,7,4.3
13647,PANN,1988,8,4.4
13648,PANN,1988,9,3.9
13649,PANN,1988,10,4.0
13650,PANN,1988,11,3.7
13651,PANN,1988,12,6.4
13652,PANN,1989,1,4.1
13653,PANN,1989,2,5.3
13654,PANN,1989,3,4.9
13655,PANN,1989,4,3.8
13656,PANN,1989,5,5.1
13657,PANN,1989,6,4.8
13658,PANN,1989,7,4.1
13659,PANN,1989,8,4.0
13660,PANN,1989,9,5.6
13661,PANN,1989,10,5.5
13662,PANN,1989,11,4.9
13663,PANN,1989,12,6.0
13664,PANN,1990,1,5.7
13665,PANN,1990,2,6.5
13666,PANN,1990,3,8.7
13667,PANN,1990,4,8.6
13668,PANN,1990,5,5.8
13669,PANN,1990,6,5.3
13670,PANN,1990,7,5.4
13671,PANN,1990,8,5.0
13672,PANN,1990,9,5.9
13673,PANN,1990,10,5.4
13674,PANN,1990,11,5.5
13675,PANN,1990,12,7.9
13676,PANN,1991,1,7.9
13677,PANN,1991,2,7.0
13678,PANN,1991,3,6.3
13679,PANN,1991,4,5.4
13680,PANN,1991,5,6.1
13681,PANN,1991,6,5.8
13682,PANN,1991,7,4.7
13683,PANN,1991,8,5.5
13684,PANN,1991,9,6.1
13685,PANN,1991,10,6.9
13686,PANN,1991,11,5.7
13687,PANN,1991,12,5.0
13688,PANN,1992,1,4.5
13689,PANN,1992,2,5.6
13690,PANN,1992,3,5.3
13691,PANN,1992,4,6.3
13692,PANN,1992,5,7.1
13693,PANN,1992,6,5.4
13694,PANN,1992,7,4.1
13695,PANN,1992,8,5.1
13696,PANN,1992,9,5.3
13697,PANN,1992,10,4.7
13698,PANN,1992,11,5.3
13699,PANN,1992,12,5.0
13700,PANN,1993,1,5.9
13701,PANN,1993,2,5.1
13702,PANN,1993,3,4.7
13703,PANN,1993,4,5.2
13704,PANN,1993,5,7.0
13705,PANN,1993,6,4.5
13706,PANN,1993,7,4.4
13707,PANN,1993,8,4.7
13708,PANN,1993,9,5.5
13709,PANN,1993,10,4.5
13710,PANN,1993,11,5.4
13711,PANN,1993,12,4.6
13712,PANN,1994,1,5.0
13713,PANN,1994,2,4.7
13714,PANN,1994,3,4.8
13715,PANN,1994,4,5.5
13716,PANN,1994,5,5.2
13717,PANN,1994,6,4.9
13718,PANN,1994,7,4.4
13719,PANN,1994,8,4.4
13720,PANN,1994,9,4.1
13721,PANN,1994,10,4.5
13722,PANN,1994,11,5.6
13723,PANN,1994,12,4.9
13724,PANN,1995,1,3.9
13725,PANN,1995,2,4.1
13726,PANN,1995,3,4.3
13727,PANN,1995,4,6.7
13728,PANN,1995,5,7.7
13729,PANN,1995,6,6.3
13730,PANN,1995,7,4.9
13731,PANN,1995,8,4.7
13732,PANN,1995,9,5.0
13733,PANN,1995,10,4.3
13734,PANN,1995,11,3.0
13735,PANN,1995,12,4.2
13736,PANN,1996,1,2.6
13737,PANN,1996,2,5.0
13738,PANN,1996,3,6.5
13739,PANN,1996,4,6.5
13740,PANN,1996,5,5.2
13741,PANN,1996,6,4.8
13742,PANN,1996,7,4.1
13743,PANN,1996,8,3.7
13744,PANN,1996,9,4.4
13745,PANN,1996,10,3.2
13746,PANN,1996,11,4.1
13747,PANN,1996,12,3.3
13748,PANN,1997,1,4.5
13749,PANN,1997,2,4.3
13750,PANN,1997,3,4.0
13751,PANN,1997,4,5.1
13752,PANN,1997,5,5.0
13753,PANN,1997,6,4.1
13754,PANN,1997,7,3.1
13755,PANN,1997,8,3.8
13756,PANN,1997,9,2.4
13757,PANN,1997,10,4.6
13758,PANN,1997,12,0.0
13759,PANN,1998,1,2.9
13760,PANN,1998,2,4.3
13761,PANN,1998,3,6.7
13762,PANN,1998,4,7.1
13763,PANN,1998,5,7.4
13764,PANN,1998,6,5.4
13765,PANN,1998,7,4.7
13766,PANN,1998,8,5.1
13767,PANN,1998,9,5.0
13768,PANN,1998,10,5.4
13769,PANN,1998,11,5.9
13770,PANN,1998,12,5.4
13771,PANN,1999,1,4.9
13772,PANN,1999,2,3.8
13773,PANN,1999,3,5.2
13774,PANN,1999,4,6.9
13775,PANN,1999,5,6.3
13776,PANN,1999,6,4.9
13777,PANN,1999,7,5.1
13778,PANN,1999,8,4.0
13779,PANN,1999,9,6.0
13780,PANN,1999,10,4.2
13781,PANN,1999,11,3.7
13782,PANN,1999,12,3.4
13783,PANN,2000,1,4.7
13784,PANN,2000,2,3.2
13785,PANN,2000,3,6.6
13786,PANN,2000,4,6.0
13787,PANN,2000,5,6.2
13788,PANN,2000,6,5.4
13789,PANN,2000,7,4.3
13790,PANN,2000,8,5.9
13791,PANN,2000,9,5.0
13792,PANN,2000,10,5.5
13793,PANN,2000,11,6.0
13794,PANN,2000,12,7.8
13795,PANN,2001,1,7.4
13796,PANN,2001,2,5.9
13797,PANN,2001,3,5.8
13798,PANN,2001,4,6.7
13799,PANN,2001,5,6.0
13800,PANN,2001,6,4.6
13801,PANN,2001,7,4.5
13802,PANN,2001,8,5.0
13803,PANN,2001,9,4.2
13804,PANN,2001,10,5.2
13805,PANN,2001,11,3.3
13806,PANN,2001,12,4.5
13807,PANN,2002,1,4.7
13808,PANN,2002,2,5.3
13809,PANN,2002,3,8.7
13810,PANN,2002,4,5.9
13811,PANN,2002,5,7.0
13812,PANN,2002,6,4.4
13813,PANN,2002,7,4.1
13814,PANN,2002,8,3.8
13815,PANN,2002,9,5.2
13816,PANN,2002,10,6.9
13817,PANN,2002,11,5.8
13818,PANN,2002,12,5.5
13819,PANN,2003,1,6.9
13820,PANN,2003,2,3.3
13821,PANN,2003,3,5.7
13822,PANN,2003,4,5.6
13823,PANN,2003,5,6.7
13824,PANN,2003,6,5.6
13825,PANN,2003,7,5.3
13826,PANN,2003,8,4.1
13827,PANN,2003,9,5.2
13828,PANN,2003,10,5.6
13829,PANN,2003,11,6.9
13830,PANN,2003,12,3.3
13831,PANN,2004,1,6.0
13832,PANN,2004,2,4.2
13833,PANN,2004,3,5.3
13834,PANN,2004,4,6.5
13835,PANN,2004,5,5.1
13836,PANN,2004,6,4.6
13837,PANN,2004,7,5.2
13838,PANN,2004,8,3.1
13839,PANN,2004,9,5.4
13840,PANN,2004,10,6.5
13841,PANN,2004,11,7.7
13842,PANN,2004,12,5.0
13843,PANN,2005,1,7.1
13844,PANN,2005,2,5.4
13845,PANN,2005,3,7.1
13846,PANN,2005,4,5.5
13847,PANN,2005,5,6.0
13848,PANN,2005,6,4.6
13849,PANN,2005,7,4.9
13850,PANN,2005,8,3.7
13851,PANN,2005,9,6.0
13852,PANN,2005,10,4.7
13853,PANN,2005,11,2.8
13854,PANN,2005,12,3.6
13855,PANN,2006,1,0.9
13856,PANN,2006,2,9.7
13857,PANN,2006,3,7.3
13858,PANN,2006,4,5.6
13859,PANN,2006,5,5.4
13860,PANN,2006,6,5.8
13861,PANN,2006,7,4.0
13862,PANN,2006,8,4.0
13863,PANN,2006,9,5.4
13864,PANN,2006,10,6.4
13865,PANN,2006,11,5.3
13866,PANN,2006,12,5.8
13867,PANN,2007,1,6.0
13868,PANN,2007,2,5.3
13869,PANN,2007,3,3.7
13870,PANN,2007,4,6.0
13871,PANN,2007,5,5.5
13872,PANN,2007,6,4.6
13873,PANN,2007,7,3.1
13874,PANN,2007,8,3.1
13875,PANN,2007,9,4.9
13876,PANN,2007,10,4.1
13877,PANN,2007,11,5.4
13878,PANN,2007,12,6.0
13879,PANN,2008,1,5.1
13880,PANN,2008,2,5.3
13881,PANN,2008,3,5.5
13882,PANN,2008,4,4.7
13883,PANN,2008,5,4.9
13884,PANN,2008,6,4.3
13885,PANN,2008,7,4.9
13886,PANN,2008,8,3.6
13887,PANN,2008,9,4.3
13888,PANN,2008,10,3.6
13889,PANN,2008,11,3.2
13890,PANN,2008,12,6.0
13891,PANN,2009,1,6.3
13892,PANN,2009,2,6.4
13893,PANN,2009,3,6.7
13894,PANN,2009,4,4.5
13895,PANN,2009,5,4.6
13896,PANN,2009,6,4.3
13897,PANN,2009,7,4.2
13898,PANN,2009,8,3.5
13899,PANN,2009,9,3.7
13900,PANN,2009,10,4.6
13901,PANN,2009,11,3.9
13902,PANN,2009,12,5.9
13903,PANN,2010,1,2.1
13904,PANN,2010,2,5.7
13905,PANN,2010,3,5.0
13906,PANN,2010,4,5.7
13907,PANN,2010,5,4.3
13908,PANN,2010,6,4.0
13909,PANN,2010,7,4.2
13910,PANN,2010,8,4.1
13911,PANN,2010,9,4.0
13912,PANN,2010,10,5.4
13913,PANN,2010,11,6.3
13914,PANN,2010,12,6.7
13915,PANN,2011,1,9.8
13916,PANN,2011,2,8.6
13917,PANN,2011,3,9.2
13918,PANN,2011,4,6.9
13919,PANN,2011,5,7.2
13920,PANN,2011,6,6.8
13921,PANN,2011,7,4.3
13922,PANN,2011,8,4.6
13923,PANN,2011,9,4.5
13924,PANN,2011,10,4.2
13925,PANN,2011,11,4.4
13926,PANN,2011,12,4.8
13927,PANN,2012,1,3.5
13928,PANN,2012,2,7.6
13929,PANN,2012,3,3.8
13930,PANN,2012,4,4.3
13931,PANN,2012,5,5.1
13932,PANN,2012,6,4.0
13933,PANN,2012,7,3.4
13934,PANN,2012,8,3.7
13935,PANN,2012,9,4.9
13936,PANN,2012,10,3.9
13937,PANN,2012,11,3.2
13938,PANN,2012,12,5.8
13939,PANN,2013,1,6.4
13940,PANN,2013,2,3.3
13941,PANN,2013,3,4.3
13942,PANN,2013,4,4.8
13943,PANN,2013,5,4.4
13944,PANN,2013,6,4.4
13945,PANN,2013,7,3.8
13946,PANN,2013,8,3.5
13947,PANN,2013,9,3.9
13948,PANN,2013,10,6.5
13949,PANN,2013,11,6.1
13950,PANN,2013,12,6.0
13951,PANN,2014,1,5.9
13952,PANN,2014,2,5.6
13953,PANN,2014,3,6.2
13954,PANN,2014,4,4.8
13955,PANN,2014,5,5.1
13956,PANN,2014,6,4.6
13957,PANN,2014,7,3.5
13958,PANN,2014,8,4.3
13959,PANN,2014,9,5.2
13960,PANN,2014,10,3.7
13961,PANN,2014,11,6.7
13962,PANN,2014,12,5.0
