,sid,year,month,speed
8350,PACZ,2009,7,11.2
8351,PACZ,2009,8,13.7
8352,PACZ,2009,9,15.3
8353,PACZ,2009,10,16.0
8354,PACZ,2009,11,17.1
8355,PACZ,2009,12,18.7
8356,PACZ,2010,1,25.4
8357,PACZ,2010,2,19.0
8358,PACZ,2010,3,16.9
8359,PACZ,2010,4,15.2
8360,PACZ,2010,5,12.6
8361,PACZ,2010,6,12.7
8362,PACZ,2010,7,9.9
8363,PACZ,2010,8,11.2
8364,PACZ,2010,9,14.6
8365,PACZ,2010,10,13.6
8366,PACZ,2010,11,19.9
8367,PACZ,2010,12,24.4
8368,PACZ,2011,1,24.8
8369,PACZ,2011,2,21.1
8370,PACZ,2011,3,17.0
8371,PACZ,2011,4,18.9
8372,PACZ,2011,5,15.4
8373,PACZ,2011,6,10.0
8374,PACZ,2011,7,12.5
8375,PACZ,2011,8,11.6
8376,PACZ,2011,9,16.1
8377,PACZ,2011,10,12.8
8378,PACZ,2011,11,19.7
8379,PACZ,2011,12,19.2
8380,PACZ,2012,1,19.2
8381,PACZ,2012,2,18.4
8382,PACZ,2012,3,18.7
8383,PACZ,2012,4,18.7
8384,PACZ,2012,5,13.6
8385,PACZ,2012,6,7.8
8386,PACZ,2012,7,11.8
8387,PACZ,2012,8,13.4
8388,PACZ,2012,9,17.5
8389,PACZ,2012,10,21.2
8390,PACZ,2012,11,23.5
8391,PACZ,2012,12,22.5
8392,PACZ,2013,1,23.7
8393,PACZ,2013,2,18.4
8394,PACZ,2013,3,17.0
8395,PACZ,2013,4,16.7
8396,PACZ,2013,5,15.6
8397,PACZ,2013,6,11.7
8398,PACZ,2013,7,11.5
8399,PACZ,2013,8,10.7
8400,PACZ,2013,9,13.4
8401,PACZ,2013,10,17.6
8402,PACZ,2013,11,16.1
8403,PACZ,2013,12,19.9
8404,PACZ,2014,1,23.5
8405,PACZ,2014,2,22.4
8406,PACZ,2014,3,19.6
8407,PACZ,2014,4,15.1
8408,PACZ,2014,5,11.7
8409,PACZ,2014,6,12.2
8410,PACZ,2014,7,12.7
8411,PACZ,2014,8,10.2
8412,PACZ,2014,9,15.1
8413,PACZ,2014,10,22.3
8414,PACZ,2014,11,16.8
8415,PACZ,2014,12,23.4
8416,PACZ,2015,1,13.0
8417,PALU,1980,1,12.6
8418,PALU,1980,2,15.0
8419,PALU,1980,3,12.4
8420,PALU,1980,4,13.5
8421,PALU,1980,5,11.6
8422,PALU,1980,6,10.5
8423,PALU,1980,7,7.2
8424,PALU,1980,8,15.2
8425,PALU,1980,9,17.4
8426,PALU,1980,10,9.8
8427,PALU,1980,11,16.4
8428,PALU,1980,12,11.9
8429,PALU,1981,1,15.6
8430,PALU,1981,2,12.9
8431,PALU,1981,3,12.5
8432,PALU,1981,4,7.5
8433,PALU,1981,5,11.6
8434,PALU,1981,6,8.1
8435,PALU,1981,7,13.0
8436,PALU,1981,8,12.7
8437,PALU,1981,9,14.8
8438,PALU,1981,10,10.4
8439,PALU,1981,11,15.6
8440,PALU,1981,12,11.1
8441,PALU,1982,1,15.5
8442,PALU,1982,2,16.2
8443,PALU,1982,3,9.5
8444,PALU,1982,4,14.4
8445,PALU,1982,5,11.0
8446,PALU,1982,6,9.0
8447,PALU,1982,7,10.0
8448,PALU,1982,8,12.9
8449,PALU,1982,9,14.6
8450,PALU,1982,10,13.7
8451,PALU,1982,11,13.4
8452,PALU,1982,12,17.3
8453,PALU,1983,1,11.1
8454,PALU,1983,2,10.9
8455,PALU,1983,3,11.9
8456,PALU,1983,4,13.5
8457,PALU,1983,5,13.2
8458,PALU,1983,6,12.3
8459,PALU,1983,7,6.5
8460,PALU,1983,8,13.9
8461,PALU,1983,9,14.6
8462,PALU,1983,10,17.4
8463,PALU,1983,11,15.9
8464,PALU,1983,12,19.6
8465,PALU,1984,1,14.5
8466,PALU,1984,2,13.4
8467,PALU,1984,3,12.3
8468,PALU,1984,4,8.9
8469,PALU,1984,5,11.5
8470,PALU,1984,6,10.6
8471,PALU,1984,7,13.7
8472,PALU,1984,8,14.6
8473,PALU,1984,9,13.5
8474,PALU,1984,10,20.2
8475,PALU,1984,11,15.0
8476,PALU,1984,12,13.0
8477,PALU,1985,1,15.3
8478,PALU,1985,2,12.5
8479,PALU,1985,3,12.3
8480,PALU,1985,4,9.8
8481,PALU,1985,5,12.7
8482,PALU,1985,6,12.6
8483,PALU,1985,7,12.2
8484,PALU,1985,8,12.4
8485,PALU,1985,9,11.9
8486,PALU,1985,10,17.9
8487,PALU,1985,11,13.7
8488,PALU,1985,12,9.3
8489,PALU,1986,1,5.2
8490,PALU,1986,2,5.1
8491,PALU,1986,3,8.0
8492,PALU,1986,4,8.1
8493,PALU,1986,5,7.7
8494,PALU,1986,6,10.4
8495,PALU,1986,7,12.1
8496,PALU,1986,8,13.9
8497,PALU,1986,9,13.0
8498,PALU,1986,10,13.4
8499,PALU,1986,11,11.4
8500,PALU,1986,12,10.8
8501,PALU,1987,1,18.4
8502,PALU,1987,2,11.9
8503,PALU,1987,3,21.1
8504,PALU,1987,4,4.8
8505,PALU,1987,5,10.4
8506,PALU,1987,6,7.8
8507,PALU,1987,7,11.1
8508,PALU,1987,8,18.0
8509,PALU,1987,9,10.9
8510,PALU,1987,10,10.2
8511,PALU,1987,11,13.2
8512,PALU,1987,12,12.6
8513,PALU,1988,1,12.4
8514,PALU,1988,2,15.3
8515,PALU,1988,3,16.1
8516,PALU,1988,4,6.6
8517,PALU,1988,5,11.4
8518,PALU,1988,6,8.1
8519,PALU,1988,7,9.5
8520,PALU,1988,8,16.7
8521,PALU,1988,9,17.0
8522,PALU,1988,10,13.9
8523,PALU,1988,11,22.4
8524,PALU,1988,12,7.4
8525,PALU,1989,1,12.9
8526,PALU,1989,2,24.4
8527,PALU,1989,3,10.3
8528,PALU,1989,4,13.1
8529,PALU,1989,5,8.4
8530,PALU,1989,6,10.5
8531,PALU,1989,7,14.5
8532,PALU,1989,8,7.1
8533,PALU,1989,9,15.1
8534,PALU,1989,10,9.8
8535,PALU,1989,11,11.0
8536,PALU,1989,12,14.4
8537,PALU,1990,1,11.4
8538,PALU,1990,2,6.8
8539,PALU,1990,3,9.4
8540,PALU,1990,4,10.9
8541,PALU,1990,5,3.0
8542,PALU,1990,6,3.1
8543,PALU,1990,7,2.8
8544,PALU,1990,8,8.5
8545,PALU,1990,9,11.8
8546,PALU,1990,10,17.5
8547,PALU,1990,11,16.7
8548,PALU,1990,12,5.9
8549,PALU,1991,1,12.2
8550,PALU,1991,2,16.5
8551,PALU,1991,3,15.3
8552,PALU,1991,4,12.4
8553,PALU,1991,5,13.3
8554,PALU,1991,6,8.9
8555,PALU,1991,7,10.6
8556,PALU,1991,8,13.3
8557,PALU,1991,9,17.8
8558,PALU,1991,10,16.5
8559,PALU,1991,11,14.7
8560,PALU,1991,12,9.7
8561,PALU,1992,1,12.3
8562,PALU,1992,2,16.3
8563,PALU,1992,3,10.9
8564,PALU,1992,4,12.4
8565,PALU,1992,5,18.6
8566,PALU,1992,6,7.8
8567,PALU,1992,7,11.0
8568,PALU,1992,8,11.5
8569,PALU,1992,9,14.6
8570,PALU,1992,10,15.8
8571,PALU,1992,11,16.8
8572,PALU,1992,12,18.3
8573,PALU,1993,1,17.5
8574,PALU,1993,2,14.6
8575,PALU,1993,3,8.7
8576,PALU,1993,4,11.5
8577,PALU,1993,5,8.5
8578,PALU,1993,6,8.9
8579,PALU,1993,7,12.4
8580,PALU,1993,8,11.0
8581,PALU,1993,9,18.4
8582,PALU,1993,10,14.6
8583,PALU,1993,11,15.8
8584,PALU,1993,12,14.0
8585,PALU,1994,1,9.8
8586,PALU,1994,2,10.1
8587,PALU,1994,3,11.7
8588,PALU,1994,4,9.0
8589,PALU,1994,5,11.2
8590,PALU,1994,6,7.4
8591,PALU,1994,7,9.9
8592,PALU,1994,8,15.4
8593,PALU,1994,9,19.7
8594,PALU,1994,10,16.3
8595,PALU,1994,11,11.7
8596,PALU,1994,12,14.0
8597,PALU,1995,1,9.8
8598,PALU,1995,2,8.9
8599,PALU,1995,3,15.0
8600,PALU,1995,4,12.0
8601,PALU,1995,5,11.0
8602,PALU,1995,6,8.5
8603,PALU,1995,7,14.5
8604,PALU,1995,8,10.2
8605,PALU,1995,9,15.1
8606,PALU,1995,10,18.2
8607,PALU,1995,11,19.1
8608,PALU,1995,12,12.9
8609,PALU,1996,1,14.6
8610,PALU,1996,2,12.9
8611,PALU,1996,3,17.2
8612,PALU,1996,4,13.4
8613,PALU,1996,5,13.6
8614,PALU,1996,6,13.6
8615,PALU,1996,7,16.7
8616,PALU,1996,8,12.4
8617,PALU,1996,9,17.6
8618,PALU,1996,10,15.6
8619,PALU,1996,11,16.9
8620,PALU,1996,12,7.5
8621,PALU,1997,1,11.9
8622,PALU,1997,2,10.5
8623,PALU,1997,3,12.3
8624,PALU,1997,4,10.1
8625,PALU,1997,5,7.4
8626,PALU,1997,6,10.2
8627,PALU,1997,7,13.4
8628,PALU,1997,8,13.6
8629,PALU,1997,9,10.7
8630,PALU,1997,10,15.2
8631,PALU,1997,11,13.1
8632,PALU,1997,12,15.2
8633,PALU,1998,1,14.3
8634,PALU,1998,2,18.6
8635,PALU,1998,3,8.1
8636,PALU,1998,4,6.1
8637,PALU,1998,5,12.8
8638,PALU,1998,6,8.8
8639,PALU,1998,7,5.4
8640,PALU,1998,8,10.8
8641,PALU,1998,9,16.7
8642,PALU,1998,10,20.6
8643,PALU,1998,11,14.5
8644,PALU,1998,12,15.8
8645,PALU,1999,1,14.3
8646,PALU,1999,2,10.3
8647,PALU,1999,3,12.5
8648,PALU,1999,4,11.5
8649,PALU,1999,5,7.3
8650,PALU,1999,6,9.3
8651,PALU,1999,7,21.6
8652,PALU,1999,8,13.8
8653,PALU,1999,9,11.7
8654,PALU,1999,10,13.8
8655,PALU,1999,11,9.4
8656,PALU,1999,12,11.4
8657,PALU,2000,1,12.0
8658,PALU,2000,2,12.6
8659,PALU,2000,3,11.3
8660,PALU,2000,4,8.4
8661,PALU,2000,5,10.8
8662,PALU,2000,6,15.5
8663,PALU,2000,7,12.9
8664,PALU,2000,8,15.5
8665,PALU,2000,9,12.1
8666,PALU,2000,10,16.4
8667,PALU,2000,11,9.2
8668,PALU,2000,12,14.3
8669,PALU,2001,1,19.8
8670,PALU,2001,2,15.5
8671,PALU,2001,3,10.0
8672,PALU,2001,4,7.5
8673,PALU,2001,5,10.2
8674,PALU,2001,6,11.5
8675,PALU,2001,7,10.2
8676,PALU,2001,8,16.5
8677,PALU,2001,9,16.9
8678,PALU,2001,10,16.3
8679,PALU,2001,11,8.1
8680,PALU,2001,12,4.8
8681,PALU,2002,1,7.0
8682,PALU,2002,2,14.7
8683,PALU,2002,3,18.0
8684,PALU,2002,4,16.4
8685,PALU,2002,5,16.1
8686,PALU,2002,6,12.4
8687,PALU,2002,7,10.6
8688,PALU,2002,8,14.3
8689,PALU,2002,9,11.0
8690,PALU,2002,10,12.2
8691,PALU,2002,11,15.9
8692,PALU,2002,12,11.7
8693,PALU,2003,1,13.9
8694,PALU,2003,2,13.3
8695,PASD,1996,12,16.1
8696,PASD,1997,1,12.7
8697,PASD,1997,2,10.2
8698,PASD,1997,3,13.5
8699,PASD,1997,4,8.9
8700,PASD,1997,5,8.9
8701,PASD,1997,6,7.8
8702,PASD,1997,7,7.5
8703,PASD,1997,8,9.9
8704,PASD,1997,9,11.6
8705,PASD,1997,10,13.5
8706,PASD,1997,11,12.9
8707,PASD,1997,12,15.9
8708,PASD,1998,1,11.1
8709,PASD,1998,2,9.6
8710,PASD,1998,3,10.2
8711,PASD,1998,4,14.6
8712,PASD,1998,5,12.0
8713,PASD,1998,6,9.0
8714,PASD,1998,7,7.5
8715,PASD,1998,8,10.6
8716,PASD,1998,9,12.0
8717,PASD,1998,10,13.2
8718,PASD,1998,11,12.1
8719,PASD,1998,12,14.5
8720,PASD,1999,1,13.6
8721,PASD,1999,2,13.7
8722,PASD,1999,3,11.7
8723,PASD,1999,4,12.4
8724,PASD,1999,5,9.6
8725,PASD,1999,6,6.8
8726,PASD,1999,7,8.8
8727,PASD,1999,8,9.1
8728,PASD,1999,9,10.5
8729,PASD,1999,10,12.7
8730,PASD,1999,11,15.7
8731,PASD,1999,12,14.5
8732,PASD,2000,1,16.7
8733,PASD,2000,2,10.5
8734,PASD,2000,3,11.4
8735,PASD,2000,4,9.1
8736,PASD,2000,5,9.8
8737,PASD,2000,6,8.6
8738,PASD,2000,7,8.3
8739,PASD,2000,8,10.1
8740,PASD,2000,9,10.1
8741,PASD,2000,10,14.0
8742,PASD,2000,11,14.7
8743,PASD,2000,12,13.5
8744,PASD,2001,1,12.5
8745,PASD,2001,2,10.8
8746,PASD,2001,3,15.4
8747,PASD,2001,4,12.2
8748,PASD,2001,5,11.1
8749,PASD,2001,6,7.5
8750,PASD,2001,7,8.5
8751,PASD,2001,8,8.8
8752,PASD,2001,9,13.8
8753,PASD,2001,10,14.8
8754,PASD,2001,11,11.9
8755,PASD,2001,12,13.8
8756,PASD,2002,1,12.4
8757,PASD,2002,2,13.3
8758,PASD,2002,3,9.3
8759,PASD,2002,4,11.0
8760,PASD,2002,5,8.3
8761,PASD,2002,6,6.2
8762,PASD,2002,7,7.2
8763,PASD,2002,8,7.1
8764,PASD,2002,9,12.0
8765,PASD,2002,10,11.0
8766,PASD,2002,11,10.9
8767,PASD,2002,12,9.0
8768,PASD,2003,1,9.7
8769,PASD,2003,2,9.5
8770,PASD,2003,3,16.2
8771,PASD,2003,4,12.2
8772,PASD,2003,5,10.5
8773,PASD,2003,6,7.9
8774,PASD,2003,7,7.1
8775,PASD,2003,8,8.3
8776,PASD,2003,9,8.5
8777,PASD,2003,10,12.6
8778,PASD,2003,11,13.3
8779,PASD,2003,12,14.2
8780,PASD,2004,1,8.5
8781,PASD,2004,2,10.5
8782,PASD,2004,3,14.1
8783,PASD,2004,4,11.6
8784,PASD,2004,5,9.1
8785,PASD,2004,6,7.9
8786,PASD,2004,7,6.6
8787,PASD,2004,8,7.2
8788,PASD,2004,9,11.5
8789,PASD,2004,10,13.6
8790,PASD,2004,11,17.3
8791,PASD,2004,12,13.6
8792,PASD,2005,1,7.1
8793,PASD,2005,2,14.4
8794,PASD,2005,3,11.9
8795,PASD,2005,4,11.4
8796,PASD,2005,5,8.4
8797,PASD,2005,6,7.3
8798,PASD,2005,7,8.2
8799,PASD,2005,8,10.7
8800,PASD,2005,9,13.1
8801,PASD,2005,10,13.4
8802,PASD,2005,11,14.1
8803,PASD,2005,12,9.1
8804,PASD,2006,1,13.1
8805,PASD,2006,2,14.6
8806,PASD,2006,3,12.2
8807,PASD,2006,4,13.8
8808,PASD,2006,5,10.5
8809,PASD,2006,6,8.7
8810,PASD,2006,7,7.8
8811,PASD,2006,8,9.1
8812,PASD,2006,9,9.9
8813,PASD,2006,10,15.1
8814,PASD,2006,11,17.6
8815,PASD,2006,12,8.7
8816,PASD,2007,1,14.7
8817,PASD,2007,2,9.1
8818,PASD,2007,3,18.1
8819,PASD,2007,4,8.8
8820,PASD,2007,5,7.7
8821,PASD,2007,6,8.2
8822,PASD,2007,7,7.7
8823,PASD,2007,8,8.3
8824,PASD,2007,9,13.6
8825,PASD,2007,10,11.8
8826,PASD,2007,11,15.8
8827,PASD,2007,12,14.5
8828,PASD,2008,1,15.8
8829,PASD,2008,2,10.5
8830,PASD,2008,3,12.9
8831,PASD,2008,4,11.0
8832,PASD,2008,5,10.6
8833,PASD,2008,6,6.5
8834,PASD,2008,7,7.5
8835,PASD,2008,8,7.4
8836,PASD,2008,9,8.1
8837,PASD,2008,10,11.4
8838,PASD,2008,11,11.2
8839,PASD,2008,12,12.3
8840,PASD,2009,1,10.4
8841,PASD,2009,2,13.2
8842,PASD,2009,3,16.1
8843,PASD,2009,4,12.7
8844,PASD,2009,5,8.3
8845,PASD,2009,6,7.4
8846,PASD,2009,7,5.8
8847,PASD,2010,2,15.6
8848,PASD,2010,3,13.5
8849,PASD,2010,4,12.6
8850,PASD,2010,5,9.0
8851,PASD,2010,6,10.5
8852,PASD,2010,7,7.2
8853,PASD,2010,8,8.7
8854,PASD,2010,9,9.7
8855,PASD,2010,10,11.4
8856,PASD,2010,11,14.2
8857,PASD,2010,12,21.2
8858,PASD,2011,1,11.7
8859,PASD,2011,2,15.6
8860,PASD,2011,3,10.2
8861,PASD,2011,4,13.7
8862,PASD,2011,5,8.6
8863,PASD,2011,6,9.7
8864,PASD,2011,7,7.8
8865,PASD,2011,8,7.8
8866,PASD,2011,9,10.8
8867,PASD,2011,10,12.5
8868,PASD,2011,11,16.5
8869,PASD,2011,12,15.1
8870,PASD,2012,1,13.8
8871,PASD,2012,2,14.2
8872,PASD,2012,3,13.2
8873,PASD,2012,4,9.4
8874,PASD,2012,5,8.9
8875,PASD,2012,6,8.4
8876,PASD,2012,7,8.6
8877,PASD,2012,8,8.3
8878,PASD,2012,9,13.3
8879,PASD,2012,10,14.1
8880,PASD,2012,11,17.8
8881,PASD,2012,12,16.8
8882,PASD,2013,1,10.9
8883,PASD,2013,2,11.8
8884,PASD,2013,3,9.5
8885,PASD,2013,4,10.4
8886,PASD,2013,5,10.1
8887,PASD,2013,6,7.8
8888,PASD,2013,7,8.0
8889,PASD,2013,8,8.7
8890,PASD,2013,9,14.9
8891,PASD,2013,10,15.5
8892,PASD,2013,11,11.9
8893,PASD,2013,12,10.2
8894,PASD,2014,1,12.6
8895,PASD,2014,2,12.1
8896,PASD,2014,3,9.6
8897,PASD,2014,4,8.5
8898,PASD,2014,5,9.9
8899,PASD,2014,6,8.6
8900,PASD,2014,7,6.9
8901,PASD,2014,8,6.1
8902,PASD,2014,9,11.3
8903,PASD,2014,10,13.4
8904,PASD,2014,11,11.4
8905,PASD,2014,12,9.3
8906,PASD,2015,1,1.9
8907,PFYU,1980,1,4.5
8908,PFYU,1980,2,5.4
8909,PFYU,1980,3,6.0
8910,PFYU,1980,4,9.1
8911,PFYU,1980,5,8.1
8912,PFYU,1980,6,5.7
8913,PFYU,1980,7,5.3
8914,PFYU,1980,8,6.8
8915,PFYU,1980,9,6.3
8916,PFYU,1980,10,4.7
8917,PFYU,1980,11,4.0
8918,PFYU,1980,12,2.4
8919,PFYU,1981,1,4.0
8920,PFYU,1981,2,2.8
8921,PFYU,1981,3,6.0
8922,PFYU,1981,4,5.9
8923,PFYU,1981,5,6.5
8924,PFYU,1981,6,6.4
8925,PFYU,1981,7,7.3
8926,PFYU,1981,8,5.5
8927,PFYU,1981,9,6.6
8928,PFYU,1981,10,5.9
8929,PFYU,1981,11,5.7
8930,PFYU,1981,12,2.9
8931,PFYU,1982,1,3.1
8932,PFYU,1982,2,4.0
8933,PFYU,1982,3,5.0
8934,PFYU,1982,4,7.4
8935,PFYU,1982,5,7.1
8936,PFYU,1982,6,5.9
8937,PFYU,1982,7,6.9
8938,PFYU,1982,8,5.6
8939,PFYU,1982,9,6.4
8940,PFYU,1982,10,5.8
8941,PFYU,1982,11,5.1
8942,PFYU,1982,12,6.5
8943,PFYU,1983,1,5.9
8944,PFYU,1983,2,5.3
8945,PFYU,1983,3,7.6
8946,PFYU,1983,4,6.2
8947,PFYU,1983,5,9.1
8948,PFYU,1983,6,6.8
8949,PFYU,1983,7,5.3
8950,PFYU,1983,8,5.9
8951,PFYU,1983,9,5.5
8952,PFYU,1983,10,6.1
8953,PFYU,1983,11,2.8
8954,PFYU,1983,12,2.1
8955,PFYU,1984,1,3.2
8956,PFYU,1984,2,5.0
8957,PFYU,1984,3,6.9
8958,PFYU,1984,4,6.0
8959,PFYU,1984,5,6.8
8960,PFYU,1984,6,5.1
8961,PFYU,1984,7,6.1
8962,PFYU,1984,8,6.6
8963,PFYU,1984,9,5.6
8964,PFYU,1984,10,6.3
8965,PFYU,1984,11,3.0
8966,PFYU,1984,12,3.2
8967,PFYU,1985,1,3.6
8968,PFYU,1985,2,4.5
8969,PFYU,1985,3,5.2
8970,PFYU,1985,4,7.3
8971,PFYU,1985,5,6.8
8972,PFYU,1985,6,7.5
8973,PFYU,1985,7,6.2
8974,PFYU,1985,8,5.0
8975,PFYU,1985,9,5.4
8976,PFYU,1985,10,4.5
8977,PFYU,1985,11,3.1
8978,PFYU,1985,12,4.0
8979,PFYU,1986,1,5.0
8980,PFYU,1986,2,3.9
8981,PFYU,1986,3,5.8
8982,PFYU,1986,4,6.6
8983,PFYU,1986,5,7.9
8984,PFYU,1986,6,6.2
8985,PFYU,1986,7,6.4
8986,PFYU,1986,8,5.4
8987,PFYU,1986,9,5.6
8988,PFYU,1986,10,5.5
8989,PFYU,1986,11,2.8
8990,PFYU,1986,12,4.3
8991,PFYU,1987,1,5.1
8992,PFYU,1987,2,3.5
8993,PFYU,1987,3,4.8
8994,PFYU,1987,4,6.9
8995,PFYU,1987,5,6.3
8996,PFYU,1987,6,6.8
8997,PFYU,1987,7,7.4
8998,PFYU,1987,8,6.4
8999,PFYU,1987,9,6.4
9000,PFYU,1987,10,5.1
9001,PFYU,1987,11,8.0
9002,PFYU,1987,12,1.9
9003,PFYU,1988,1,2.6
9004,PFYU,1988,2,6.1
9005,PFYU,1988,3,8.2
9006,PFYU,1988,4,8.6
9007,PFYU,1988,5,9.1
9008,PFYU,1988,6,6.1
9009,PFYU,1988,7,6.3
9010,PFYU,1988,8,6.5
9011,PFYU,1988,9,5.4
9012,PFYU,1988,10,5.7
9013,PFYU,1988,11,6.4
9014,PFYU,1988,12,4.0
9015,PFYU,1989,1,2.3
9016,PFYU,1989,2,4.8
9017,PFYU,1989,3,5.0
9018,PFYU,1989,4,5.4
9019,PFYU,1989,5,7.4
9020,PFYU,1989,6,7.2
9021,PFYU,1989,7,7.1
9022,PFYU,1989,8,5.5
9023,PFYU,1989,9,6.6
9024,PFYU,1989,10,6.0
9025,PFYU,1989,11,5.4
9026,PFYU,1989,12,6.1
9027,PFYU,1990,1,3.5
9028,PFYU,1990,2,2.8
9029,PFYU,1990,3,4.8
9030,PFYU,1990,4,7.0
9031,PFYU,1990,5,6.1
9032,PFYU,1990,6,6.7
9033,PFYU,1990,7,6.4
9034,PFYU,1990,8,7.6
9035,PFYU,1990,9,7.7
9036,PFYU,1990,10,6.3
9037,PFYU,1990,11,5.0
9038,PFYU,1990,12,0.0
9039,PFYU,1991,1,7.0
9040,PFYU,1991,2,8.4
9041,PFYU,1991,3,4.9
9042,PFYU,1991,4,5.1
9043,PFYU,1991,5,5.5
9044,PFYU,1991,6,6.2
9045,PFYU,1991,7,6.6
9046,PFYU,1991,8,7.0
9047,PFYU,1991,9,6.8
9048,PFYU,1991,10,4.2
9049,PFYU,1991,11,6.7
9050,PFYU,1991,12,3.5
9051,PFYU,1992,1,3.3
9052,PFYU,1992,2,6.0
9053,PFYU,1992,3,4.5
9054,PFYU,1992,4,7.9
9055,PFYU,1992,5,8.5
9056,PFYU,1992,6,5.4
9057,PFYU,1992,7,4.6
9058,PFYU,1992,8,5.7
9059,PFYU,1992,9,7.5
9060,PFYU,1992,10,4.9
9061,PFYU,1992,11,4.6
9062,PFYU,1992,12,6.1
9063,PFYU,1993,1,5.7
9064,PFYU,1993,2,4.7
9065,PFYU,1993,3,4.3
9066,PFYU,1993,4,7.6
9067,PFYU,1993,5,8.9
9068,PFYU,1993,6,5.2
9069,PFYU,1993,7,5.1
9070,PFYU,1993,8,5.1
9071,PFYU,1993,9,6.6
9072,PFYU,1993,10,4.6
9073,PFYU,1993,11,3.6
9074,PFYU,1993,12,5.1
9075,PFYU,1994,1,6.4
9076,PFYU,1994,2,3.4
9077,PFYU,1994,3,5.3
9078,PFYU,1994,4,8.6
9079,PFYU,1994,5,6.8
9080,PFYU,1994,6,5.8
9081,PFYU,1994,7,5.0
9082,PFYU,1994,8,5.6
9083,PFYU,1994,9,6.0
9084,PFYU,1994,10,4.4
9085,PFYU,1994,11,5.1
9086,PFYU,1994,12,4.2
9087,PFYU,1995,1,2.6
9088,PFYU,1995,2,4.5
9089,PFYU,1995,3,6.2
9090,PFYU,1995,4,6.4
9091,PFYU,1995,5,6.5
9092,PFYU,1995,6,5.2
9093,PFYU,1995,7,6.1
9094,PFYU,1995,8,3.6
9095,PFYU,1995,9,5.6
9096,PFYU,1995,10,5.9
9097,PFYU,1995,11,3.3
9098,PFYU,1995,12,4.9
9099,PFYU,1996,1,4.8
9100,PFYU,1996,2,4.1
9101,PFYU,1996,3,4.5
9102,PFYU,1996,4,8.6
9103,PFYU,1996,5,5.8
9104,PFYU,1996,6,5.4
9105,PFYU,1996,7,5.3
9106,PFYU,1996,8,5.5
9107,PFYU,1996,9,5.4
9108,PFYU,1996,10,2.1
9109,PFYU,1996,11,1.7
9110,PFYU,1996,12,1.0
9111,PFYU,1997,1,0.4
9112,PFYU,1997,2,3.9
9113,PFYU,1997,3,4.8
9114,PFYU,1997,4,5.7
9115,PFYU,1997,5,6.1
9116,PFYU,1997,6,4.1
9117,PFYU,1997,7,4.9
9118,PFYU,1997,8,5.1
9119,PFYU,1997,9,4.5
9120,PFYU,1997,10,3.9
9121,PFYU,1997,11,1.5
9122,PFYU,1997,12,3.2
9123,PFYU,1998,1,2.7
9124,PFYU,1998,2,4.6
9125,PFYU,1998,3,3.5
9126,PFYU,1998,4,5.3
9127,PFYU,1998,5,6.8
9128,PFYU,1998,6,4.4
9129,PFYU,1998,7,4.1
9130,PFYU,1998,8,4.8
9131,PFYU,1998,9,4.8
9132,PFYU,1998,10,4.6
9133,PFYU,1998,11,1.5
9134,PFYU,1998,12,1.9
9135,PFYU,1999,1,1.7
9136,PFYU,1999,2,0.6
9137,PFYU,1999,3,5.2
9138,PFYU,1999,4,5.8
9139,PFYU,1999,5,6.9
9140,PFYU,1999,6,4.3
9141,PFYU,1999,7,4.6
9142,PFYU,1999,8,3.9
9143,PFYU,1999,9,4.3
9144,PFYU,1999,10,5.6
9145,PFYU,1999,11,2.5
9146,PFYU,1999,12,2.2
9147,PFYU,2000,1,1.6
9148,PFYU,2000,2,3.4
9149,PFYU,2000,3,6.3
9150,PFYU,2000,4,6.7
9151,PFYU,2000,5,5.6
9152,PFYU,2000,6,4.8
9153,PFYU,2000,7,4.8
9154,PFYU,2000,8,5.2
9155,PFYU,2000,9,4.3
9156,PFYU,2000,10,3.2
9157,PFYU,2000,11,2.2
9158,PFYU,2000,12,2.9
9159,PFYU,2001,1,4.0
9160,PFYU,2001,2,2.5
9161,PFYU,2001,3,6.1
9162,PFYU,2001,4,7.7
9163,PFYU,2001,5,6.8
9164,PFYU,2001,6,4.6
9165,PFYU,2001,7,5.0
9166,PFYU,2001,8,5.2
9167,PFYU,2001,9,3.2
9168,PFYU,2001,10,5.4
9169,PFYU,2001,11,2.3
9170,PFYU,2001,12,1.5
9171,PFYU,2002,1,1.8
9172,PFYU,2002,2,2.5
9173,PFYU,2002,3,4.2
9174,PFYU,2002,4,4.7
9175,PFYU,2002,5,6.0
9176,PFYU,2002,6,3.9
9177,PFYU,2002,7,4.0
9178,PFYU,2002,8,3.7
9179,PFYU,2002,9,3.2
9180,PFYU,2002,10,3.8
9181,PFYU,2002,11,4.2
9182,PFYU,2002,12,1.2
9183,PFYU,2003,1,2.2
9184,PFYU,2003,2,3.3
9185,PFYU,2003,3,3.8
9186,PFYU,2003,4,5.3
9187,PFYU,2003,5,6.9
9188,PFYU,2003,6,5.1
9189,PFYU,2003,7,5.6
9190,PFYU,2003,8,3.6
9191,PFYU,2003,9,4.9
9192,PFYU,2003,10,2.8
9193,PFYU,2003,11,1.8
9194,PFYU,2003,12,1.9
9195,PFYU,2004,1,3.7
9196,PFYU,2004,2,3.0
9197,PFYU,2004,3,4.3
9198,PFYU,2004,4,6.1
9199,PFYU,2004,5,5.4
9200,PFYU,2004,6,4.2
